near_fid;near_dist;utmx_vertice;utmy_vertice;id;localidade;forn_fa;talhao;utmx_point;utmy_point
5494;284,797228;242807,304468;7725727,565890;397;1211_1;1211;1;242607,210;7725929,432
5433;194,721422;241729,953749;7725170,691240;398;1211_2;1211;2;241925,446;7725170,410
5767;374,407009;242195,835146;7724242,568980;399;1211_6;1211;6;241978,601;7724546,933
5458;4,440483;241316,913690;7725174,331750;400;1211_9;1211;9;241317,602;7725169,608
5599;242,272668;241060,249273;7724475,509670;401;1213_2;1213;2;241301,961;7724500,802
5767;213,199818;241497,013075;7723776,687600;402;1213_3;1213;3;241385,689;7723957,917
5767;12,925834;241788,188940;7723893,157950;403;1213_4;1213;4;241776,021;7723894,268
6833;427,449800;226210,280124;7715478,175520;404;1215_1;1215;1;226188,585;7715904,983
6608;180,872379;225453,222872;7716621,892130;405;1215_10;1215;10;225634,880;7716621,611
6440;173,952683;226006,457032;7717836,700020;406;1215_15;1215;15;225967,512;7717666,947
6500;17,539807;236081,141967;7720253,459660;407;1216_13;1216;13;236066,186;7720261,127
6500;4,370447;235440,555054;7720194,806300;408;1216_41;1216;41;235445,616;7720194,525
6155;305,346510;235411,437473;7720573,753120;409;1216_5;1216;5;235438,932;7720877,782
6500;47,943858;234887,320923;7720399,047590;410;1216_6;1216;6;234921,542;7720433,064
9904;222,225758;248077,587576;7686011,178120;411;1218_15;1218;15;247907,326;7685868,776
9904;3,952571;247844,646876;7686561,929770;412;1218_7;1218;7;247841,381;7686561,649
8307;311,514106;219425,882446;7701530,851680;413;1219_10;1219;10;219123,509;7701603,411
8370;94,353532;218960,001067;7700773,794430;414;1219_7;1219;7;218884,358;7700717,959
8317;123,054640;218523,237257;7701465,377070;415;1219_9;1219;9;218647,052;7701465,096
8317;631,104957;218348,531746;7701443,498920;416;1220_6;1220;6;217757,728;7701664,338
8317;380,385597;218465,002091;7701268,793410;417;1220_8;1220;8;218472,817;7700887,973
8580;654,853239;243185,833054;7698124,094040;418;1221_2;1221;2;243737,895;7697770,013
8702;121,310749;244612,594785;7697773,883920;419;1221_3;1221;3;244491,923;7697773,603
8790;32,729122;223851,755588;7694659,101290;420;1223_1;1223;1;223876,730;7694636,853
9583;118,085721;242719,951643;7687059,411240;421;1227_6;1227;6;242820,649;7687122,012
9583;190,917597;242631,926532;7686913,823300;422;1227_8;1227;8;242632,615;7686722,545
9408;130,426874;217486,158014;7688893,819210;423;1229_1;1229;1;217486,847;7688763,035
9408;107,282187;218011,189043;7689010,289560;424;1229_2;1229;2;218011,878;7688902,664
8798;464,702226;225045,576546;7694722,541950;425;1230_3;1230;3;224581,314;7694722,261
8798;48,020672;225162,046975;7694629,983710;426;1230_5;1230;5;225201,104;7694658,622
8798;59,107371;225861,805262;7694659,101290;427;1230_6;1230;6;225862,494;7694717,959
5620;195,717844;247145,824871;7725028,743810;428;1233_26;1233;26;247060,943;7725204,568
5620;0,000000;247157,580833;7724509,503350;429;1233_27;1233;27;247158,269;7724509,222
5681;245,733040;246388,767614;7723805,805180;430;1233_36;1233;36;246613,461;7723906,786
5788;316,900105;246243,179675;7723123,263260;431;1233_43;1233;43;245926,842;7723122,982
9270;388,230839;242574,363711;7689679,994000;432;1235_3;1235;3;242503,753;7689297,920
9294;224,602343;243389,656126;7689308,383800;433;1235_4;1235;4;243165,649;7689308,103
6053;121,652168;234450,557098;7720951,405340;434;1237_10;1237;10;234329,536;7720951,124
8884;4,765026;244408,771673;7693416,868880;435;1239_1;1239;1;244404,693;7693416,588
8888;175,674701;244583,477199;7693174,104370;436;1239_3;1239;3;244439,658;7693073,802
8872;25,890478;243855,537530;7693523,515400;437;1239_7;1239;7;243835,244;7693508,048
8903;129,074525;243797,302353;7693046,485890;438;1239_8;1239;8;243668,863;7693046,205
8970;44,392824;245020,240988;7693030,904870;439;1239_9;1239;9;245065,340;7693030,624
9584;28,078791;244699,947524;7687027,161780;440;1244_23;1244;23;244728,726;7687026,881
9649;40,292551;245078,476156;7686680,882610;441;1244_24;1244;24;245042,987;7686698,378
9521;274,941390;245020,240987;7687117,646410;442;1244_34;1244;34;245240,131;7687283,511
7139;70,054937;236779,964035;7713207,003770;443;1245_3;1245;3;236833,889;7713161,137
6141;39,003290;228772,627748;7720748,458640;444;1246_15;1246;15;228755,320;7720782,803
6060;91,394014;227549,689125;7721272,575200;445;1246_25;1246;25;227469,050;7721230,493
6131;427,992298;226501,456008;7720486,400370;446;1246_26;1246;26;226847,320;7720739,542
5917;295,376009;230024,683979;7721942,279680;447;1246_3;1246;3;229983,494;7722234,540
6027;150,472173;230141,154318;7721301,692780;448;1246_33;1246;33;230085,475;7721441,008
6142;153,926846;230898,211560;7720814,771320;449;1246_42;1246;42;230744,897;7720814,490
6188;30,949079;227462,336361;7720078,754160;450;1246_45;1246;45;227493,937;7720076,660
6060;0,000000;228207,818375;7722060,994330;451;1246_8;1246;8;228208,507;7722060,713
6827;93,489168;237333,198181;7715128,764470;452;1248_2;1248;2;237422,230;7715159,201
6886;45,846393;236779,964031;7714633,765500;453;1248_4;1248;4;236801,686;7714592,724
6827;220,339487;237012,904729;7715332,587570;454;1249_1;1249;1;236801,014;7715273,964
6706;57,204604;253522,576318;7716056,244200;455;1253_1;1253;1;253580,489;7716055,963
6858;330,839970;254337,868739;7714809,764210;456;1253_13;1253;13;254007,602;7714809,483
6706;185,178716;253842,869764;7716218,788130;457;1253_2;1253;2;254028,801;7716218,507
6858;71,174698;253988,457710;7715565,528240;458;1253_3;1253;3;254041,563;7715613,432
6858;57,087660;253432,576967;7715478,175480;459;1253_8;1253;8;253433,265;7715535,002
6801;446,250303;234421,439531;7719088,756210;460;1254_1;1254;1;234733,142;7718768,167
6480;42,866400;234829,085740;7718011,405510;461;1254_4;1254;4;234794,248;7718035,148
6541;198,828456;234625,262635;7717196,113100;462;1254_7;1254;7;234787,706;7717311,613
7626;20,723273;225011,903277;7710178,774810;463;1255_1;1255;1;225012,592;7710199,228
7844;628,996608;223822,638021;7707412,604120;464;1255_30;1255;30;223656,849;7708019,243
7814;438,152029;224463,224921;7707616,427220;465;1255_33;1255;33;224319,566;7708030,088
7878;411,417440;223172,670656;7706888,487550;466;1255_35;1255;35;223173,360;7707299,849
8039;43,086407;223706,167669;7706626,429280;467;1255_39;1255;39;223716,692;7706668,121
7897;56,226099;223263,338228;7706626,429280;468;1255_40;1255;40;223264,027;7706682,405
7716;100,877220;224288,519412;7708635,542730;469;1255_5;1255;5;224308,055;7708734,418
7415;90,096199;225162,047004;7710732,008950;470;1256_1;1256;1;225076,903;7710759,273
10052;142,377902;239254,958839;7686273,236410;471;1257_11;1257;11;239242,412;7686414,780
9590;186,505008;238410,548835;7686506,177110;472;1257_19;1257;19;238576,421;7686419,124
9617;539,898329;239895,545714;7686361,971730;473;1257_2;1257;2;240436,367;7686361,691
9590;37,767363;237944,667444;7686942,940900;474;1257_21;1257;21;237965,182;7686974,825
9590;49,508174;237391,433302;7687059,411250;475;1257_22;1257;22;237430,174;7687090,837
9540;48,013008;240477,897479;7687001,176060;476;1257_4;1257;4;240476,714;7686952,898
9617;23,581575;239895,545728;7686440,389780;477;1257_7;1257;7;239919,826;7686440,109
9489;103,998122;240041,133678;7687175,881590;478;1257_9;1257;9;240058,587;7687072,917
8647;60,694271;239109,370931;7696347,921290;479;1258_51;1258;51;239051,641;7696331,077
8828;57,764404;237769,961942;7695590,864040;480;1258_62;1258;62;237769,158;7695532,812
8716;313,107777;238148,490566;7695387,040930;481;1258_65;1258;65;238370,828;7695608,110
8828;88,292907;238375,056541;7696493,509210;482;1258_69;1258;69;238375,745;7696404,896
8828;6,803213;237886,432287;7696271,129920;483;1258_70;1258;70;237893,927;7696270,849
8946;16,080853;239140,738571;7692649,987820;484;1259_10;1259;10;239141,427;7692633,619
8990;203,574986;239254,958854;7692271,459190;485;1259_14;1259;14;239157,287;7692092,840
9331;52,613697;237821,474542;7693465,280240;486;1259_2;1259;2;237822,163;7693412,362
9331;148,061155;238556,136775;7692882,928510;487;1259_5;1259;5;238477,283;7692757,689
9407;193,856899;242428,775781;7688486,172960;488;1261_1;1261;1;242565,662;7688623,958
9583;23,996237;242021,129567;7686913,823300;489;1264_1;1264;1;242045,081;7686907,615
9697;52,855072;242778,186813;7685549,589760;490;1265_1;1265;1;242725,998;7685549,309
10052;59,593926;241904,659213;7683623,536050;491;1265_13;1265;13;241959,158;7683648,924
9791;171,188224;242341,423018;7685079,415360;492;1265_2;1265;2;242513,208;7685086,616
9796;444,227914;242982,009915;7684730,004330;493;1265_5;1265;5;243263,556;7684385,309
9819;55,697975;242583,163639;7684467,946050;494;1265_7;1265;7;242583,852;7684411,944
10052;469,880693;242137,599905;7683536,183290;495;1265_8;1265;8;242590,648;7683663,747
9816;371,828745;241904,659221;7684613,533990;496;1265_9;1265;9;242085,578;7684287,845
7692;433,979365;237071,139892;7708781,130650;497;1267_2;1267;2;237494,383;7708880,631
7692;0,000000;236908,369548;7708897,099120;498;1267_4;1267;4;236909,058;7708896,818
7764;432,977261;237216,727827;7707994,955810;499;1267_6;1267;6;237573,376;7708241,518
6869;258,954672;229063,803610;7714662,883100;500;1269_1;1269;1;228906,191;7714457,501
7058;96,213697;228867,383340;7713643,767580;501;1269_18;1269;18;228868,072;7713739,749
6869;124,631668;229471,449816;7714546,412750;502;1269_7;1269;7;229571,088;7714470,252
8330;119,338459;225220,282163;7701705,557190;503;1270_3;1270;3;225101,681;7701700,100
8339;162,551440;225045,576646;7701152,323050;504;1270_5;1270;5;225097,299;7700997,618
8798;99,427245;225715,281126;7700919,382350;505;1270_7;1270;7;225759,733;7701008,438
6347;76,195464;235411,437466;7718828,479270;506;1271_10;1271;10;235335,895;7718828,198
6500;162,669371;235408,437445;7719641,990360;507;1271_9;1271;9;235409,126;7719478,964
6232;227,071802;224725,283230;7719525,520020;508;1274_1;1274;1;224798,953;7719310,086
6224;173,600413;224929,106331;7719933,166230;509;1274_7;1274;7;224766,063;7719990,861
6283;160,970010;223997,343566;7719496,402440;510;1275_2;1275;2;224124,293;7719396,133
7122;232,770960;254920,220476;7713527,297190;511;1280_6;1280;6;254716,617;7713415,282
7122;0,000000;254750,712008;7713890,604180;512;1280_7;1280;7;254751,400;7713890,323
8541;277,364899;253755,517010;7714313,472030;513;1280_9;1280;9;254010,480;7714202,154
10511;33,386538;245282,299245;7678790,016710;514;1284_100;1284;100;245312,736;7678774,551
10631;120,324564;245282,299246;7678120,312230;515;1284_113;1284;113;245324,491;7678007,040
10799;29,748720;245981,121324;7677421,490150;516;1284_127;1284;127;245998,618;7677445,769
10799;33,903156;245398,769592;7677450,607740;517;1284_134;1284;134;245390,953;7677417,494
10974;72,509372;244699,947511;7676897,373610;518;1284_135;1284;135;244752,438;7676947,871
10974;433,600612;244612,594759;7676926,491190;519;1284_138;1284;138;244672,899;7677355,871
10628;37,700287;243972,007856;7678003,841890;520;1284_140;1284;140;243959,222;7678038,788
10799;70,728656;245893,768543;7676711,532620;521;1284_149;1284;149;245823,700;7676711,252
10580;66,987566;246505,237884;7678032,959470;522;1284_151;1284;151;246439,466;7678024,081
10455;449,368855;245689,945460;7679110,310160;523;1284_85;1284;85;245954,982;7678746,418
8671;3,949504;239749,957833;7696299,983930;524;1287_11;1287;11;239746,695;7696299,703
8602;296,404000;239342,311616;7697075,860940;525;1287_5;1287;5;239047,175;7697096,082
8602;305,280447;239429,664376;7697004,259890;526;1287_8;1287;8;239735,767;7697003,979
6504;234,487823;245340,534490;7718710,227570;527;1289_1;1289;1;245359,957;7718943,779
5834;111,940166;236779,964046;7722408,161040;528;1290_25;1290;25;236687,214;7722346,144
6500;232,285006;237187,610256;7720835,811390;529;1290_28;1290;28;237404,415;7720920,964
6500;7,353312;237420,550951;7720128,617300;530;1290_29;1290;29;237428,596;7720128,336
6706;155,250085;253260,518046;7717487,288940;531;1293_1;1293;1;253335,363;7717623,464
6858;178,127320;254163,163221;7717548,864190;532;1293_3;1293;3;253985,662;7717548,583
6706;190,020584;253813,752181;7716933,335250;533;1293_6;1293;6;254004,527;7716933,054
8946;209,542657;239662,605063;7692620,870230;534;1294_8;1294;8;239801,380;7692778,319
9372;161,951563;253406,105935;7688719,113640;535;1295_3;1295;3;253357,569;7688873,182
7031;268,872168;235644,378163;7713643,767570;536;1296_1;1296;1;235496,780;7713867,920
7019;402,941683;233984,675729;7713993,178600;537;1296_10;1296;10;234099,098;7714379,654
7019;46,410965;233547,911926;7714459,059980;538;1296_13;1296;13;233559,101;7714504,009
7019;91,706684;234141,520466;7713818,473090;539;1296_14;1296;14;234142,209;7713909,942
7019;39,093537;233615,927475;7713964,061020;540;1296_18;1296;18;233616,616;7714002,892
6877;90,266192;235411,437471;7714604,647910;541;1296_22;1296;22;235440,950;7714518,782
6877;370,053286;235062,026429;7714604,647910;542;1296_6;1296;6;234745,780;7714413,003
7019;575,763527;234217,616419;7713760,237920;543;1296_7;1296;7;234732,088;7714020,424
7250;193,461743;245369,652074;7714284,354460;544;1302_1;1302;1;245301,761;7714465,055
7250;36,370491;245369,651858;7713974,912200;545;1302_2;1302;2;245333,955;7713974,631
9036;41,249222;235062,026391;7691951,165750;546;1303_3;1303;3;235037,189;7691983,312
9187;229,541071;239284,076435;7690437,051250;547;1304_2;1304;2;239162,728;7690631,302
6259;565,179291;226530,573587;7719467,284850;548;1307_7;1307;7;226588,967;7718904,480
6259;209,294345;226617,926346;7719496,402430;549;1307_8;1307;8;226801,860;7719394,774
5424;60,516972;227287,630844;7725057,861420;550;1309_10;1309;10;227302,127;7724998,627
5688;649,912394;227423,826936;7723601,982110;551;1309_11;1309;11;227424,517;7724251,950
5424;124,254077;227287,630851;7725436,390040;552;1309_9;1309;9;227334,850;7725551,391
6923;7,697885;223540,925262;7715070,529320;553;1312_19;1312;19;223541,614;7715062,546
6923;149,581082;224084,696318;7714983,176550;554;1312_6;1312;6;224204,608;7715073,364
6801;217,503754;233751,734972;7718823,460170;555;1313_1;1313;1;233534,816;7718823,179
5477;55,772032;228044,688100;7724912,273480;556;1314_14;1314;14;228096,466;7724889,551
5477;469,180370;227957,335340;7724854,038320;557;1314_16;1314;16;228047,053;7724392,855
5689;131,538956;232616,149175;7723485,511750;558;1315_1;1315;1;232486,665;7723465,883
5814;241,098264;232033,797441;7722670,219330;559;1315_2;1315;2;232068,335;7722908,767
9430;92,922534;243302,303376;7687787,350890;560;1317_4;1317;4;243344,296;7687870,351
5699;372,404767;244088,478278;7723485,511740;561;1318_10;1318;10;243965,699;7723836,734
5699;46,856152;243389,656201;7723713,071350;562;1318_13;1318;13;243437,220;7723712,790
5538;51,742914;244626,653755;7724562,862430;563;1318_4;1318;4;244627,342;7724614,345
5619;146,985145;244554,359658;7724009,628280;564;1318_9;1318;9;244606,728;7723871,683
9407;142,536232;242399,658198;7687903,821240;565;1319_6;1319;6;242533,935;7687853,663
8777;207,294819;234508,792247;7694309,690240;566;1320_1;1320;1;234482,602;7694103,766
6706;12,142788;252036,163943;7716963,172390;567;1321_10;1321;10;252036,852;7716950,744
6706;0,000000;252730,975961;7716273,688220;568;1321_11;1321;11;252731,664;7716273,407
8541;32,632669;250086,701093;7717555,539230;569;1321_2;1321;2;250120,034;7717555,258
6566;68,734270;250756,405596;7716934,054800;570;1321_3;1321;3;250701,589;7716893,189
6706;75,829083;251222,286976;7716788,466870;571;1321_5;1321;5;251263,946;7716724,345
9854;234,277943;244292,301303;7684467,414780;572;1323_10;1323;10;244527,363;7684467,134
9806;167,323344;243913,772687;7684846,474680;573;1323_11;1323;11;243958,650;7685007,648
9822;171,381368;245049,358566;7684497,063640;574;1323_13;1323;13;245210,297;7684435,831
9936;235,465405;244146,713383;7683652,653630;575;1323_2;1323;2;243913,990;7683684,128
9904;52,257631;245922,886166;7685662,103750;576;1323_22;1323;22;245871,296;7685661,823
9806;64,744911;245213,850704;7685195,885710;577;1323_25;1323;25;245214,539;7685130,834
9936;185,846445;244408,771664;7683798,241570;578;1323_3;1323;3;244552,122;7683678,736
10084;53,610956;245165,828909;7682953,831550;579;1323_4;1323;4;245137,175;7682998,445
9846;133,009763;244030,243032;7684351,475710;580;1323_8;1323;8;243903,173;7684388,396
9148;88,905900;243739,067178;7690786,462290;581;1324_3;1324;3;243805,962;7690726,789
10225;36,872909;245311,416839;7681585,305010;582;1326_1;1326;1;245342,296;7681606,219
10153;465,192617;246388,767546;7681730,892930;583;1326_2;1326;2;245953,923;7681566,640
10236;193,135929;245748,180636;7680915,600520;584;1326_5;1326;5;245924,100;7680833,924
9853;172,930850;252416,107975;7684671,769150;585;1329_10;1329;10;252254,832;7684610,709
9853;28,483150;251862,873836;7685166,768110;586;1329_8;1329;8;251835,196;7685163,795
9851;13,873583;249824,642768;7685894,707780;587;1330_31;1330;31;249837,225;7685887,275
9753;22,477093;249853,760321;7685181,386740;588;1330_39;1330;39;249831,963;7685181,106
9851;251,705259;249679,054841;7684642,651560;589;1330_40;1330;40;249905,124;7684530,093
9747;71,703199;250465,229676;7685254,120870;590;1330_42;1330;42;250470,023;7685182,228
5332;69,178367;243327,077723;7725902,271400;591;1332_14;1332;14;243327,766;7725832,783
5497;319,163797;243447,891377;7725145,214160;592;1332_15;1332;15;243237,220;7725384,259
5767;44,924991;242632,598927;7724517,757340;593;1332_19;1332;19;242678,231;7724517,476
5494;57,809169;242690,834083;7725229,924300;594;1332_2;1332;2;242633,689;7725229,643
5426;48,064980;244001,125517;7725203,449320;595;1332_21;1332;21;243969,483;7725167,575
5566;16,698483;243951,398752;7724591,980020;596;1332_22;1332;22;243952,087;7724608,404
5535;100,772925;243360,538615;7724562,862430;597;1332_23;1332;23;243427,523;7724486,631
5377;393,926488;244117,595868;7725552,860360;598;1332_9;1332;9;243854,023;7725844,934
9121;527,512000;249329,643805;7691601,754690;599;1333_10;1333;10;249825,749;7691783,242
9016;555,695498;250610,817621;7692154,988840;600;1333_11;1333;11;250290,897;7691700,576
9016;211,012486;250610,817621;7692154,988840;601;1333_12;1333;12;250400,738;7692143,041
5292;330,672075;240477,897547;7726076,976920;602;1334_29;1334;29;240702,799;7725833,453
8537;376,233690;245398,769629;7698094,976460;603;1335_13;1335;13;245605,907;7697779,983
8541;39,088622;245194,946390;7698515,949920;604;1335_15;1335;15;245234,739;7698515,669
8537;411,306870;245398,769634;7698240,564390;605;1335_16;1335;16;245693,713;7698527,899
8541;219,176957;245457,004809;7699259,679900;606;1335_18;1335;18;245576,366;7699075,025
8777;56,079406;234421,439487;7694746,454040;607;1337_30;1337;30;234376,735;7694779,148
8793;324,749149;233489,676720;7694222,337490;608;1337_36;1337;36;233807,649;7694152,102
8395;522,417393;238789,077481;7700744,676820;609;1338_15;1338;15;239007,888;7701219,353
8395;60,008760;238963,782997;7700540,853710;610;1338_20;1338;20;239018,824;7700515,077
8398;105,191221;239575,252316;7700525,632000;611;1338_22;1338;22;239681,178;7700525,351
6858;60,023869;254832,867718;7716176,997550;612;1340_47;1340;47;254877,630;7716135,939
6696;25,468030;255298,749102;7716118,762380;613;1340_49;1340;49;255278,720;7716133,309
7122;347,207979;255502,572207;7715216,117200;614;1340_52;1340;52;255384,516;7715542,233
6997;61,752839;256084,923942;7715623,763410;615;1340_56;1340;56;256036,985;7715585,385
6997;85,395892;256026,688774;7716206,115130;616;1340_59;1340;59;256001,070;7716287,107
9782;144,329949;243360,538545;7685021,180190;617;1341_4;1341;4;243230,633;7685082,492
9212;453,913447;253435,223504;7689994,666910;618;1343_3;1343;3;252981,838;7689994,386
7448;35,914045;252707,283892;7710615,538570;619;1347_12;1347;12;252673,384;7710624,974
8541;101,896980;252794,636649;7711227,007880;620;1347_13;1347;13;252727,191;7711150,910
8541;207,533687;253668,164242;7710353,480290;621;1347_14;1347;14;253489,458;7710457,689
8541;84,886277;253493,458726;7709858,481320;622;1347_15;1347;15;253439,723;7709923,383
8541;181,606124;252066,696980;7710033,186840;623;1347_20;1347;20;252134,811;7709864,210
7524;18,561131;252823,754234;7709881,202130;624;1347_22;1347;22;252843,010;7709880,921
8541;112,785606;251513,462838;7709043,188910;625;1347_24;1347;24;251526,089;7709155,101
8541;41,601361;252154,049741;7708489,954770;626;1347_25;1347;25;252122,867;7708516,435
8541;49,482085;251717,285939;7708526,250090;627;1347_27;1347;27;251767,474;7708525,969
7619;71,720053;252183,167322;7709247,012010;628;1347_29;1347;29;252146,767;7709185,315
8541;17,776750;252707,283877;7708405,382100;629;1347_31;1347;31;252725,755;7708405,101
8541;117,859310;253493,458687;7708429,665140;630;1347_33;1347;33;253376,246;7708429,384
7343;374,488754;249620,819707;7711605,536500;631;1347_38;1347;38;249433,060;7711929,037
7343;32,933162;249358,761426;7711354,081150;632;1347_41;1347;41;249326,504;7711353,800
8541;186,179537;252270,520091;7711372,595810;633;1347_51;1347;51;252110,074;7711278,915
10285;74,063075;226074,127231;7681265,011580;634;1349_6;1349;6;226074,816;7681338,833
10285;207,819990;226743,759115;7681090,306060;635;1349_7;1349;7;226744,448;7681297,954
5206;118,563131;241234,954802;7726717,563820;636;1366_1;1366;1;241296,801;7726615,651
5043;72,156143;241933,776881;7728027,855200;637;1366_13;1366;13;241981,067;7727972,445
5248;193,851171;241729,953767;7727299,915540;638;1366_6;1366;6;241922,508;7727327,876
8513;292,585629;223036,463169;7698415,269940;639;1374_11;1374;11;223156,417;7698147,639
8595;159,315204;223298,521449;7697250,566480;640;1374_12;1374;12;223210,677;7697382,841
8556;89,521852;223880,873171;7698094,976490;641;1374_14;1374;14;223818,748;7698158,549
8513;412,887800;223007,345580;7698531,740280;642;1375_11;1375;11;223149,639;7698919,546
8513;154,519500;222716,169715;7698589,975460;643;1375_12;1375;12;222656,786;7698732,151
9366;171,941459;226443,220775;7689301,465410;644;1376_16;1376;16;226565,777;7689179,763
9747;72,398046;251082,916851;7685370,591220;645;1377_1;1377;1;251083,605;7685442,735
9671;330,233761;250814,640720;7686011,178110;646;1377_2;1377;2;251140,215;7685951,037
9541;172,677777;251076,698992;7686768,235360;647;1377_6;1377;6;251150,184;7686611,302
9456;284,568809;251717,285908;7687496,175020;648;1377_7;1377;7;251765,460;7687215,211
8595;71,043574;223822,638004;7697367,036830;649;1379_4;1379;4;223812,772;7697437,050
9121;554,069052;248164,940346;7693174,104360;650;1381_12;1381;12;247613,538;7693124,576
8822;346,897397;247699,058966;7693902,044020;651;1381_13;1381;13;247772,949;7693562,540
10065;305,704955;238032,020203;7682575,302950;652;1383_5;1383;5;237805,731;7682370,033
8798;57,808118;225860,869049;7695387,040950;653;1384_14;1384;14;225821,137;7695428,130
9806;367,415844;243360,538550;7686156,766060;654;1385_1;1385;1;243208,959;7686491,031
9612;146,563128;244001,125452;7686389,706740;655;1385_4;1385;4;243867,588;7686448,433
8124;405,822535;214854,421380;7703860,258590;656;1386_13;1386;13;215140,368;7703570,981
8113;33,027812;215194,141058;7704267,904800;657;1386_14;1386;14;215194,830;7704234,576
9968;35,466315;250581,700022;7683710,888800;658;1394_5;1394;5;250601,838;7683680,935
7504;370,945774;236750,846436;7710062,304440;659;1396_1;1396;1;236864,561;7710415,508
7360;235,439648;237740,844373;7711146,257200;660;1396_3;1396;3;237505,987;7711145,976
9298;25,034461;249213,173459;7689359,700540;661;1397_6;1397;6;249190,820;7689369,232
8896;22,944509;252299,637645;7693698,576870;662;1398_2;1398;2;252277,373;7693698,296
8849;126,274684;251833,756261;7693581,750560;663;1398_3;1398;3;251947,304;7693524,729
8896;26,314528;253027,577310;7693086,751590;664;1398_7;1398;7;253003,199;7693078,432
6487;383,353413;256230,511879;7717793,462100;665;1399_101;1399;101;256614,681;7717793,181
6997;48,626777;256670,769065;7717108,760310;666;1399_102;1399;102;256671,457;7717157,122
6439;100,554049;257278,745005;7718302,581350;667;1399_105;1399;105;257310,801;7718397,871
6997;60,908333;258006,684666;7717021,407560;668;1399_107;1399;107;258030,491;7717077,498
6997;68,372063;257366,097764;7717691,112040;669;1399_110;1399;110;257298,967;7717699,687
6997;39,854468;257307,862587;7716992,289960;670;1399_111;1399;111;257330,462;7717025,315
9318;716,751044;232645,266697;7689126,759880;671;1404_1;1404;1;231946,322;7689283,783
9177;502,849294;232563,068560;7690349,698500;672;1405_8;1405;8;232563,758;7689846,325
9318;100,692615;232645,266697;7689126,759880;673;1406_8;1406;8;232625,228;7689225,065
10308;377,685832;228423,216639;7680420,601570;674;1407_1;1407;1;228740,855;7680626,076
10303;78,050156;229442,332170;7680595,307090;675;1407_5;1407;5;229393,840;7680655,683
10149;458,208953;228728,691607;7681789,128130;676;1407_6;1407;6;228729,381;7681330,405
10122;50,226797;228685,274922;7682005,787730;677;1407_8;1407;8;228736,216;7682005,507
9247;168,863267;241322,307496;7689854,699530;678;1410_66;1410;66;241201,412;7689971,707
9990;41,186486;239942,373573;7683536,183290;679;1412_2;1412;2;239943,062;7683577,107
9989;47,294035;239281,563553;7683565,300890;680;1413_1;1413;1;239282,252;7683612,335
10052;153,034949;240041,133672;7684497,063640;681;1413_4;1413;4;239959,259;7684367,851
10285;52,073898;232674,384280;7683419,712960;682;1414_16;1414;16;232664,289;7683470,403
9806;100,312300;244554,359592;7685836,472610;683;1416_1;1416;1;244577,020;7685934,110
9177;149,514982;233780,852582;7690669,991960;684;1417_2;1417;2;233874,789;7690552,746
9927;101,406532;247990,234816;7683740,006390;685;1420_3;1420;3;247891,642;7683760,570
9366;391,820512;225715,281107;7688631,760920;686;1421_34;1421;34;225967,115;7688330,462
9366;160,264326;225860,869038;7689039,407130;687;1421_39;1421;39;226004,262;7688966,001
9250;145,175334;225860,869040;7689796,464370;688;1421_4;1421;4;225948,950;7689680,163
8941;12,390330;255619,042518;7694432,254880;689;1422_11;1422;11;255607,336;7694431,974
8748;5,287301;254803,750097;7694981,440890;690;1422_13;1422;13;254799,149;7694981,160
8953;193,231516;229063,803563;7693174,104390;691;1430_3;1430;3;229196,936;7693314,660
10926;78,928849;238701,724685;7678026,004670;692;1433_32;1433;32;238781,377;7678025,724
10606;144,190457;239575,252281;7677858,253960;693;1433_34;1433;34;239431,888;7677850,361
10731;127,373691;239429,664345;7677188,549480;694;1433_39;1433;39;239322,380;7677255,946
9120;177,261899;223094,698324;7691104,490890;695;1434_14;1434;14;223272,746;7691104,210
10628;41,194025;245311,922705;7680100,308100;696;1437_2;1437;2;245312,611;7680141,238
8963;176,593156;223735,285230;7692504,399910;697;1439_16;1439;16;223911,560;7692523,831
9009;165,825293;224667,048001;7692679,105420;698;1439_22;1439;22;224617,511;7692520,695
8317;678,050895;218348,531747;7701268,793400;699;1440_1;1440;1;217948,703;7700720,905
8419;219,515579;219047,353824;7699929,384430;700;1441_10;1441;10;218864,879;7700050,321
8412;521,643645;218028,238296;7699929,384440;701;1441_9;1441;9;218484,616;7700183,615
9121;184,871259;250960,228659;7694251,455050;702;1450_1;1450;1;250825,251;7694125,487
9121;124,191588;250785,523147;7693669,103330;703;1450_2;1450;2;250855,286;7693772,087
8810;78,193282;250523,464861;7693960,279180;704;1450_3;1450;3;250476,162;7693898,228
10265;294,852963;238352,313650;7680711,777420;705;1452_2;1452;2;238622,430;7680831,598
10416;261,640442;237857,314675;7679488,838800;706;1452_27;1452;27;238020,713;7679283,515
10265;60,222581;238148,490537;7680595,307080;707;1452_4;1452;4;238090,403;7680581,783
10926;211,660493;238061,137773;7678032,959480;708;1452_58;1452;58;237918,092;7677877,177
6466;543,557050;232907,325035;7717865,817590;709;1453_28;1453;28;232731,966;7717351,001
6466;394,964557;233373,206418;7717778,464830;710;1453_32;1453;32;233412,507;7717384,921
6801;35,978332;234042,910895;7717297,554250;711;1453_34;1453;34;234007,604;7717297,273
9414;42,832746;220648,821056;7688224,114720;712;1456_3;1456;3;220684,218;7688198,693
